"id","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"3077","OMEPRAZOL","40MG|oral|comprimido",20.34,166.38,47,"OMEPRAZOL|OMOPREL|OMOPREL|GASTRIUM|OMEPRAZOL|OMEPRAZOL|OMENAX|NEOPRAZOL|OMEPRAZOL","35.54|20.34|40.66|133.1|32.66|86.43|130.24|103.71|21.85","44.43|25.43|50.83|166.38|40.83|108.04|162.8|129.64|27.31","41|24|47|155|38|101|152|121|25"
"3078","OMEPRAZOL MAGNÉSICO","10MG|oral|comprimido",72.23,180.59,126,"LOSEC|LOSEC","72.23|144.47","90.29|180.59","84|168"
"3079","OMEPRAZOL MAGNÉSICO","20MG|oral|comprimido",123.52,308.8,216,"LOSEC|LOSEC","123.52|247.04","154.4|308.8","144|288"
"3080","OMEPRAZOL SÓDICO","40MG|injetavel|po",617.29,891.45,782,"OPRAZON","617.29","891.45","782"
"3081","OMEPRAZOL SÓDICO","40MG|injetavel|solucao",33.4,2461.46,1554,"OMEPRAZOL SÓDICO|OMEPRAZOL|OMEPRAZOL|UNIPRAZOL","1704.47|33.4|835.51|1616.71","2461.46|48.24|1206.57|2334.73","2161|42|1059|2049"
"3082","OMEPRAZOL;AMOXICILINA;CLARITROMICINA","20MG|500MG|500MG|oral|comprimido",202.55,279.7,248.5,"OMEPRAMIX|OMEPRAMIX","202.55|223.76","253.19|279.7","236|261"
"3083","ORLIPASTAT","120MG|oral|comprimido",52.7,409.34,180.5,"ORLISTATE|ORLISTATE|SILUESTAT|SILUESTAT|ORLISTATE|ORLISTATE|ORLISTATE|ORLISTATE|LIPIBLOCK|LIPIBLOCK|LIPIBLOCK|LIPIBLOCK|LYSTATE|LYSTATE|ORLISTATE|ORLISTATE|ORLISTATE|ORLIPID|ORLIPID|LIPOXEN|LIPOXEN|ORLISTATE|ORLISTATE|ORLISTATE|XENILIPI|XENILIPI","148.45|283.46|120.72|241.43|65.8|92.12|131.59|184.26|92.96|136.09|185.97|248.49|91.15|166.1|52.7|155.17|283.44|117.54|235.04|55.27|110.53|64.85|155.18|283.46|120.72|241.43","214.37|409.34|174.34|348.65|95.03|133.04|190.03|266.09|134.25|196.53|268.57|358.85|131.63|239.87|76.1|224.08|409.32|169.74|339.43|79.81|159.61|93.65|224.1|409.34|174.34|348.65","188|359|153|306|83|117|167|234|118|173|236|315|116|211|67|197|359|149|298|70|140|82|197|359|153|306"
"3084","ORLISTATE","120MG|oral|comprimido",155.18,409.33,278,"ORLISTATE|ORLISTATE","155.18|283.45","224.1|409.33","197|359"
"3085","ORYZA SATIVA L.","600MG|oral|comprimido",44.39,99.24,71.5,"MONALESS|MONALESS","44.39|68.72","64.11|99.24","56|87"
"3086","OXACILINA SÓDICA","500MG|injetavel|po",202.84,338.76,276,"OXANON|OXACILINA SÓDICA","271.01|202.84","338.76|253.55","316|236"
"3087","OXACILINA SÓDICA","500MG|injetavel|solucao",101.42,340.26,217.5,"OXACILINA SODICA|OXACILINA SÓDICA","101.42|272.21","126.78|340.26","118|317"
"3088","OXALATO DE ESCITALOPRAM","10MG|oral|comprimido",12.79,494.06,149,"RECONTER|RECONTER|ESC|ESC|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|LESDOT|LESDOT|LESDOT|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCENA|ESCENA|OXALATO DE ESCITALOPRAM|UNITRAM|OXALATO DE ESCITALOPRAM|LEXAPRO|LEXAPRO|EUDOK|ESPRAN|ESPRAN|OXALATO DE ESCITALOPRAM|EXODUS|EXODUS|EXODUS|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|MIND|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCILEX|ESCILEX|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|DECIPRAX|DECIPRAX|EFICENTUS|OXALATO DE ESCITALOPRAM|REMIS","70.76|107.55|55.63|111.3|70.73|36.89|12.79|81.88|45.35|35.34|128.55|257.16|25.66|109.98|128.46|135.83|70.72|197.63|395.25|54.1|128.49|256.99|128.54|197.8|340.17|46.15|128.55|256.97|128.55|257.16|60.53|59.46|60.81|128.55|122.9|245.75|128.46|128.55|128.47|128.55|127.86|286.63|46.62|32.55|55.63","88.45|134.44|69.54|139.13|88.41|46.11|15.99|102.35|56.69|44.18|160.69|321.45|32.08|137.48|160.58|169.79|88.4|247.04|494.06|67.63|160.61|321.24|160.68|247.25|425.21|57.69|160.69|321.21|160.69|321.45|75.66|74.33|76.01|160.69|153.63|307.19|160.58|160.69|160.59|160.69|159.83|358.29|58.28|40.69|69.54","83|125|65|130|82|43|15|95|53|41|150|300|30|128|150|158|82|230|461|63|150|300|150|231|397|54|150|300|150|300|71|69|71|150|143|287|150|150|150|150|149|334|54|38|65"
"3089","OXALATO DE ESCITALOPRAM","15MG|oral|comprimido",55.32,488.99,180,"RECONTER|ESC|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|UNITRAM|LEXAPRO|EUDOK|EXODUS|EXODUS|EXODUS|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCILEX|OXALATO DE ESCITALOPRAM|EFICENTUS|OXALATO DE ESCITALOPRAM","79.6|90.71|89.08|154.26|199.81|237.22|59.32|55.32|237.33|391.19|154.26|89.06|154.24|186.82|154.26|75.26|84.66","99.5|113.39|111.35|192.83|249.76|296.53|74.15|69.15|296.66|488.99|192.83|111.33|192.8|233.53|192.83|94.08|105.83","93|106|104|180|233|277|69|64|277|456|180|104|180|218|180|88|99"
"3090","OXALATO DE ESCITALOPRAM","20MG/ML|oral|comprimido",107.55,134.44,125,"RECONTER","107.55","134.44","125"
"3091","OXALATO DE ESCITALOPRAM","20MG/ML|oral|solucao",55.63,247.11,159,"OXALATO DE ESCITALOPRAM|ESC|UNITRAM|LEXAPRO|EXODUS|OXALATO DE ESCITALOPRAM","66.81|55.63|144.37|197.64|197.69|128.5","83.51|69.54|180.46|247.05|247.11|160.63","78|65|168|230|230|150"
"3092","OXALATO DE ESCITALOPRAM","20MG|oral|comprimido",65.59,759.18,251,"RECONTER|RECONTER|ESC|ESC|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|LESDOT|LESDOT|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCENA|OXALATO DE ESCITALOPRAM|UNITRAM|OXALATO DE ESCITALOPRAM|LEXAPRO|EUDOK|EXODUS|EXODUS|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|MIND|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCILEX|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|DECIPRAX|EFICENTUS|OXALATO DE ESCITALOPRAM|REMIS","119.57|239.17|100.16|190.38|215.22|197.8|65.59|124.18|69.88|67.08|244.2|248.68|244.17|235.98|215.2|375.63|102.68|356.77|607.34|250.58|244.2|124.51|118.76|121.46|244.17|350.43|244.2|250.56|244.15|257.63|90.65|68.73|100.16","149.46|298.96|125.2|237.98|269.03|247.25|81.99|155.23|87.35|83.85|305.25|310.85|305.21|294.98|269|469.54|128.35|445.96|759.18|313.23|305.25|155.64|148.45|151.83|305.21|438.04|305.25|313.2|305.19|322.04|113.31|85.91|125.2","139|279|117|222|251|231|76|145|81|78|285|290|285|275|251|438|120|416|708|292|285|145|138|142|285|409|285|292|285|300|106|80|117"
"3093","OXALIPLATINA","100MG|1000MG|injetavel|po",4046.44,5058.05,4718,"EVOXALI","4046.44","5058.05","4718"
"3094","OXALIPLATINA","100MG|injetavel|solucao",2355.28,31832.4,3230,"OXALIPLATINA|OXALIPLATINA|OXALIPLATINA|OXALIPLATINA","25465.92|2769.99|2355.28|2769.99","31832.4|3462.49|2944.1|3462.49","29691|3230|2746|3230"
"3095","OXALIPLATINA","100MG|oral|solucao",4261.53,5326.91,4969,"BIOEZULEN","4261.53","5326.91","4969"
"3096","OXALIPLATINA","50MG|500MG|injetavel|po",1914.45,2393.06,2232,"EVOXALI","1914.45","2393.06","2232"
"3097","OXALIPLATINA","50MG|injetavel|solucao",1177.59,15915.56,1615,"OXALIPLATINA|OXALIPLATINA|OXALIPLATINA|OXALIPLATINA","12732.45|1385.02|1177.59|1385.01","15915.56|1731.28|1471.99|1731.26","14845|1615|1373|1615"
"3098","OXALIPLATINA","50MG|oral|solucao",2130.78,2663.48,2484,"BIOEZULEN","2130.78","2663.48","2484"
"3099","OXALIPLATINA","5MG/ML|injetavel|solucao",1399.55,10765.76,3264,"OXALIBBS|OXALIBBS|OXALIPLATINA|OXALIPLATINA|TEVAOXALI|TEVAOXALI|TEVAOXALI|OXALIPLATINA|OXALIPLATINA|ELOXATIN|ELOXATIN","2153.02|4306.2|1399.55|2799.23|2153.15|4306.45|8612.61|1399.55|2799.17|2153.16|4306.51","2691.28|5382.75|1749.44|3499.04|2691.44|5383.06|10765.76|1749.44|3498.96|2691.45|5383.14","2510|5021|1632|3264|2510|5021|10042|1632|3264|2510|5021"
"3100","OXCARBAZEPINA","300MG|oral|comprimido",29.78,145.9,47,"TRILEPTAL|TRILEPTAL|OXCARB|OXCARBAZEPINA|OLEPTAL|OLEPTAL|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA","38.8|116.72|71.32|37.94|40.71|81.42|36.05|33.27|66|29.78|57.77","48.5|145.9|89.15|47.43|50.89|101.78|45.06|41.59|82.5|37.23|72.21","45|136|83|44|47|95|42|39|77|35|67"
"3101","OXCARBAZEPINA","600MG|oral|comprimido",58.66,279.93,91,"TRILEPTAL|TRILEPTAL|OXCARB|OXCARBAZEPINA|OLEPTAL|OLEPTAL|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA","74.62|223.94|143.63|72.77|78.32|156.65|69.17|64.64|129.06|58.66|112.62","93.28|279.93|179.54|90.96|97.9|195.81|86.46|80.8|161.33|73.33|140.78","87|261|167|85|91|183|81|75|150|68|131"
"3102","OXCARBAZEPINA","60MG/ML|oral|solucao",28.73,55.24,44,"TRILEPTAL|OXCARB|OXCARB|OXCARBAZEPINA","44.19|37.56|37.56|28.73","55.24|46.95|46.95|35.91","52|44|44|33"
"3103","OXETACAÍNA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO","60MG/ML|20MG/ML|2MG/ML|oral|solucao",9.45,28.92,18.5,"DROXAINE|DROXAINE","20.03|9.45","28.92|13.64","25|12"
"3104","ÓXIDO CÚPRICO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;SELÊNIO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO","ERRO|oral|comprimido",46.02,66.46,58,"VITERGAN ZINCO","46.02","66.46","58"
"3105","ÓXIDO CÚPRICO;NICOTINAMIDA;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;SULFATO DE ZINCO MONOIDRATADO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA","ERRO|oral|comprimido",31.79,45.9,40,"STRESSTABS 600 ZINCO","31.79","45.9","40"
"3106","ÓXIDO CÚPRICO;SELENATO DE SÓDIO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO","ERRO|oral|comprimido",67.16,96.99,85,"ACCUVIT","67.16","96.99","85"
"3107","ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO","1G|10MG|oral|comprimido",18.5,26.72,23,"VITER C + ZN","18.5","26.72","23"
"3108","ÓXIDO DE ZINCO;RETINOL;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|45G|oral|po",290.1,418.94,368,"PRATIGLÓS","290.1","418.94","368"
"3109","PACLITAXEL","100MG|injetavel|solucao",854.85,1068.56,997,"ABRAXANE","854.85","1068.56","997"
"3110","PACLITAXEL","6MG/ML|injetavel|solucao",515.9,42996.7,2791,"ONTAX|ONTAX|ONTAX|PACLITAXEL|PACLITAXEL|PACLITAXEL|TARVEXOL|TARVEXOL|TAXOL|TAXOL|TAXOL|TAXILAN|TAXILAN|AKSSUS|PACLITAXEL|PACLITAXEL|EVOTAXEL|EVOTAXEL|EVOTAXEL|EVOTAXEL|PAREXEL|PAREXEL|PACLITAXEL|PACLITAXEL|PACLITAXEL","753.41|2371.52|3469.86|10318.88|34397.36|534.06|716.63|2393.59|821.63|2738.92|8217|2038.84|5803.13|2000.65|1780.29|4887.2|685.27|2223.45|3572.08|6884.71|2560.8|5121.23|515.9|1719.85|5159.63","941.76|2964.4|4337.33|12898.6|42996.7|667.58|895.79|2991.99|1027.04|3423.65|10271.25|2548.55|7253.91|2500.81|2225.36|6109|856.59|2779.31|4465.1|8605.89|3201|6401.54|644.88|2149.81|6449.54","878|2765|4046|12031|40105|623|836|2791|958|3193|9580|2377|6766|2333|2076|5698|799|2592|4165|8027|2986|5971|602|2005|6016"
"3111","PALBOCICLIBE","100MG|oral|comprimido",7757.26,11202.4,9833,"IBRANCE","7757.26","11202.4","9833"
"3112","PALBOCICLIBE","125MG|oral|comprimido",10796.17,15590.94,13685,"IBRANCE","10796.17","15590.94","13685"
"3113","PALBOCICLIBE","75MG|oral|comprimido",5398.08,7795.46,6843,"IBRANCE","5398.08","7795.46","6843"
"3114","PALIPERIDONA","3MG|oral|comprimido",282.66,353.33,330,"INVEGA","282.66","353.33","330"
"3115","PALIPERIDONA","6MG|oral|comprimido",565.41,706.76,659,"INVEGA","565.41","706.76","659"
"3116","PALIPERIDONA","9MG|oral|comprimido",877.25,1096.56,1023,"INVEGA","877.25","1096.56","1023"
"3117","PALIVIZUMABE","100MG/ML|injetavel|solucao",2552.65,5105.3,3829,"SYNAGIS|SYNAGIS","2552.65|5105.3","2552.65|5105.3","2553|5105"
"3118","PALMITATO DE PALIPERIDONA","100MG/ML|injetavel|solucao",817.74,1887.86,1502.5,"INVEGA|INVEGA|INVEGA|INVEGA","817.74|1063.76|1307.28|1307.28","1180.91|1536.19|1887.86|1887.86","1037|1348|1657|1657"
"3119","PALMITATO DE PALIPERIDONA","200MG/ML|injetavel|solucao",2289.26,9917.89,5082.5,"INVEGA|INVEGA|INVEGA|INVEGA","2289.26|3440.43|4578.52|6867.78","3305.96|4968.38|6611.92|9917.89","2902|4361|5804|8706"
"3120","PALMITATO DE RETINOL","100000UI|oral|comprimido",558.29,806.24,708,"FAR-MANGUINHOS VITAMINA A","558.29","806.24","708"
"3121","PALMITATO DE RETINOL","200000UI|oral|comprimido",1116.57,1612.46,1415,"FAR-MANGUINHOS VITAMINA A","1116.57","1612.46","1415"
"3122","PALMITATO DE RETINOL;COLECALCIFEROL","3000UI/ML|800UI/ML|oral|solucao",377.72,545.48,479,"VITADESAN","377.72","545.48","479"
"3123","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","150MG/G|5000UI/G|900UI/G|45G|topico|po",11.95,17.25,15,"BEBEX ADE","11.95","17.25","15"
"3124","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","25G|topico|po",177.66,619.55,384.5,"AD FURP|AD FURP","429.02|177.66","619.55|256.56","544|225"
"3125","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|135G|topico|po",22.51,32.51,29,"HIPOGLÓS","22.51","32.51","29"
"3126","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|45G|oral|po",8.01,11.57,10,"BABYMED","8.01","11.57","10"
"3127","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|45G|topico|po",9.52,13.74,12,"HIPOGLÓS","9.52","13.74","12"
"3128","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|90G|topico|po",18.23,26.33,23,"HIPOGLÓS","18.23","26.33","23"
"3129","PALONOSETRONA","0.56MG|300MG|oral|comprimido",225.21,325.24,285,"AKYNZEO","225.21","325.24","285"
"3130","PAMIDRONATO DISSÓDICO","60MG|injetavel|solucao",3697.49,3697.49,3697,"PAMIDROM","3697.49","3697.49","3697"
"3131","PAMIDRONATO DISSÓDICO","90MG|injetavel|solucao",806.62,5658.34,3232.5,"PAMIDRONATO DISSÓDICO|PAMIDROM","806.62|5658.34","806.62|5658.34","807|5658"
"3132","PAMOATO DE PASIREOTIDA","40MG|injetavel|solucao",6888.35,9947.59,8732,"SIGNIFOR LP","6888.35","9947.59","8732"
"3133","PAMOATO DE PASIREOTIDA","60MG|injetavel|solucao",10071.79,14544.86,12767,"SIGNIFOR LP","10071.79","14544.86","12767"
"3134","PANAX GINSENG C.;FUMARATO FERROSO;NICOTINAMIDA;OXIDO DE ZINCO;GLICONATO DE MAG;ACETATO DE RACEA;PALMITATO DE RET;LECITINA DE SOJA;SULFATO DE MANGA;SULFATO CÚPRICO ;CLORIDRATO DE PI;PANTOTENATO DE C;COLECALCIFEROL;RUTOSÍDEO;GLICONATO DE POT;FOSFATO DE CÁLCI;NITRATO DE TIAMI;RIBOFLAVINA;CIANOCOBALAMINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;ÁCIDO FÓLICO","ERRO|oral|comprimido",48.25,69.68,61,"VITERGAN MASTER","48.25","69.68","61"
"3135","PANCREATINA","150MG|oral|comprimido",42.72,42.72,43,"CREON","42.72","42.72","43"
"3136","PANCREATINA","300MG|oral|comprimido",85.59,85.59,86,"CREON","85.59","85.59","86"
"3137","PANITUMUMABE","20MG/ML|oral|solucao",1373.7,1717.13,1602,"VECTIBIX","1373.7","1717.13","1602"
"3138","PANTOPRAZOL","20MG|oral|comprimido",18.61,204.74,87,"PANTOPRAZOL|ADIPEPT|ADIPEPT|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PROTTON","79.41|18.61|74.45|42.18|79.41|163.79|53.65","99.26|23.26|93.06|52.73|99.26|204.74|67.06","93|22|87|49|93|191|63"
"3139","PANTOPRAZOL","40MG|injetavel|solucao",83.24,104.05,97,"PANTASUN","83.24","104.05","97"
"3140","PANTOPRAZOL","40MG|oral|comprimido",65.44,245.44,153,"PANTOPRAZOL|ADIPEPT|ADIPEPT|ADIPEPT|PANTOPRAZOL SÓDICO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","139.96|65.44|130.91|196.35|74.99|75.01|139.96","174.95|81.8|163.64|245.44|93.74|93.76|174.95","163|76|153|229|87|87|163"
"3141","PANTOPRAZOL MAGNÉSICO DI-HIDRATADO","40MG|oral|comprimido",97.69,720.47,316,"INILOK|INILOK|RESTITUE|RESTITUE|TECTA|TECTA","249.42|498.83|97.69|195.37|249.46|498.9","360.19|720.37|141.07|282.14|360.24|720.47","316|632|124|248|316|632"
"3142","PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|oral|comprimido",58.21,720.47,316,"DIVENA|DIVENA|DIVENA","58.21|249.45|498.9","84.06|360.23|720.47","74|316|632"
"3143","PANTOPRAZOL SÓDICO","40MG|injetavel|solucao",1289.6,1612,1504,"PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","1289.6","1612","1504"
"3144","PANTOPRAZOL SÓDICO","40MG|oral|comprimido",130.68,163.35,152,"PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","130.68","163.35","152"
"3145","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","20MG|oral|comprimido",13.31,992.71,84,"PANTOCAL|PANTOPAZ|PANTOPRAZOL|PANTOPRAZOL|ZIPROL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOZOL|PANTOZOL|PANTOZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PRAZY|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL","55.95|13.31|17.07|17.81|44.47|16.78|28.05|53.68|88.41|72.14|39.33|74.69|118.01|26.09|43.55|71.81|122.19|201.14|268.01|79.41|174.19|794.17|42.19|79.41|130.74|174.21|122.86|75.8|42.17|79.4|122.79|62.49|14.59|17.03|35.28","69.94|16.64|21.34|22.26|55.59|20.98|35.06|67.1|110.51|90.18|49.16|93.36|147.51|32.61|54.44|89.76|152.74|251.43|335.01|99.26|217.74|992.71|52.74|99.26|163.43|217.76|153.58|94.75|52.71|99.25|153.49|78.11|18.24|21.29|44.1","65|16|20|21|52|20|33|63|103|84|46|87|138|30|51|84|142|235|312|93|203|926|49|93|152|203|143|88|49|93|143|73|17|20|41"
"3146","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|injetavel|po",105.18,131.48,123,"PANTOCAL","105.18","131.48","123"
"3147","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|injetavel|solucao",3280.44,4100.55,3825,"PANTOPRAZOL","3280.44","4100.55","3825"
"3148","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|oral|comprimido",11.9,1749.41,115,"PANTOCAL|PANTOPRAZOL|PANTOPRAZOL|PANTOPAZ|PANTOPRAZOL|PANTOPRAZOL|ZIPROL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUIHIDRATADO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOZOL|PANTOZOL|PANTOZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PRAZY|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|GÁZIA|GÁZIA","98.65|87.14|116.12|19.67|26.57|27.71|76.69|27.76|50.68|95.74|147.79|32.24|69.17|131.64|207.53|43.55|87.14|215.32|349.09|465.18|45.5|102.79|139.94|302.35|1399.53|75.01|139.96|302.36|226.91|217.46|289.94|133.59|182.04|69.26|74.98|139.96|217.44|111.38|25.1|26.55|60.16|11.9|36.62","123.31|108.93|145.15|24.59|33.21|34.64|95.86|34.7|63.35|119.68|184.74|40.3|86.46|164.55|259.41|54.44|108.93|269.15|436.36|581.48|56.88|128.49|174.93|377.94|1749.41|93.76|174.95|377.95|283.64|271.83|362.43|166.99|227.55|86.58|93.73|174.95|271.8|139.23|31.38|33.19|75.2|14.88|45.78","115|102|135|23|31|32|89|32|59|112|172|38|81|153|242|51|102|251|407|542|53|120|163|353|1632|87|163|353|265|254|338|156|212|81|87|163|254|130|29|31|70|14|43"
"3149","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","4MG/ML|injetavel|solucao",100.46,125.58,117,"PANTOZOL","100.46","125.58","117"
"3150","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;NIMESULIDA","100MG|20MG|oral|comprimido",20.07,56.24,37,"NIVUX|NIVUX","20.07|38.95","28.99|56.24","25|49"
"3151","PAPAVER SOMNIFERUM L.","ERRO|oral|solucao",11.75,16.97,15,"ELIXIR PAREGÓRICO CATARINENSE","11.75","16.97","15"
"3152","PARACETAMOL","100MG/G|5G|oral|po",46.47,67.11,59,"EMSGRIP|PARACETAMOL","46.47|46.47","67.11|67.11","59|59"
"3153","PARACETAMOL","100MG/G|5G|oral|solucao",40.02,97.74,67,"FERVEX|RESFENOL THERMUS|CIMEGRIPE 77C","53.01|67.68|40.02","76.55|97.74|57.79","67|86|51"
"3154","PARACETAMOL","100MG/ML|oral|solucao",10.91,30.08,16,"TYFLEN|PARACETAMOL|PARACETAMOL|TYLENOL|TYLEMAX|PARACETAMOL","13.69|11.5|10.91|20.83|18.38|11.58","19.77|16.61|15.76|30.08|26.55|16.72","17|15|14|26|23|15"
"3155","PARACETAMOL","10MG/ML|oral|solucao",1.11,3.18,2,"HALEXMINOPHEN|HALEXMINOPHEN","2.21|1.11","3.18|1.6","3|1"
"3156","PARACETAMOL","160MG/5ML|oral|solucao",10.34,14.93,13,"TYFLEN","10.34","14.93","13"
"3157","PARACETAMOL","200MG/ ML|oral|solucao",4.72,6.82,6,"PARACETAMOL","4.72","6.82","6"
