"","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"2943","NISTATINA;ÓXIDO DE ZINCO","100000UI/G|200MG/G|60G|topico|pomada-creme-gel",12.86,1116.05,24.5,"HIPODERTRAT|NISTATINA + ÓXIDO DE ZINCO|NISTATINA + OXIDO DE ZINCO|DERMONASE|DERMODEX|PRATIDERM|PRATIDERM|NISTATINA + ÓXIDO DE ZINCO|NISTATINA + ÓXIDO DE ZINCO|NISTATINA+OXIDO DE ZINCO|BABYMED TRATAMENTO|NISTATINA + ÓXIDO DE ZINCO|BABYNEO|NISTATINA + ÓXIDO DE ZINCO","19.03|24.54|19.79|20.64|35.98|12.86|772.82|14.07|25.32|13.95|14.04|13.05|30.33|13.3","27.48|35.43|28.59|29.81|51.96|18.57|1116.05|20.32|36.57|20.14|20.27|18.85|43.8|19.21","24|31|25|26|46|16|980|18|32|18|18|17|38|17"
"2944","NISTATINA;ÓXIDO DE ZINCO","100000UI|200MG|60G|oral|pomada-creme-gel",30.46,43.99,39,"OXYDERME","30.46","43.99","39"
"2945","NISTATINA;ÓXIDO DE ZINCO","200MG/G|100000UI/G|40G|topico|pomada-creme-gel",20.79,30.03,26,"BENZEVIT","20.79","30.03","26"
"2946","NISTATINA;ÓXIDO DE ZINCO","200MG/G|100000UI/G|60G|topico|pomada-creme-gel",20.63,29.8,26,"BEBEX N","20.63","29.8","26"
"2947","NITAZOXANIDA","20MG/ML|oral|solucao",13.23,60.98,30.5,"NITAZOXANIDA|NITAZOXANIDA|AZOX|AZOX|ANNITA|ANNITA|TANISEA|TANISEA","13.23|27.44|19.94|42.22|42.22|20.38|42.22|19.51","19.11|39.62|28.79|60.98|60.98|29.44|60.98|28.17","17|35|25|54|54|26|54|25"
"2948","NITAZOXANIDA","500MG|oral|comprimido",31.04,70.4,47.5,"RUDITE|ANNITA|TANISEA|NITAZOXANIDA|IROSÊ|NITAZOXANIDA","43.06|48.75|48.75|31.69|31.04|31.69","62.19|70.4|70.4|45.76|44.83|45.76","55|62|62|40|39|40"
"2949","NITRATO CEROSO;SULFADIAZINA DE PRATA","120G|topico|pomada-creme-gel",83.2,120.15,105,"DERMACERIUM","83.2","120.15","105"
"2950","NITRATO CEROSO;SULFADIAZINA DE PRATA","15G|oral|pomada-creme-gel",12.71,18.35,16,"DERMACERIUM","12.71","18.35","16"
"2951","NITRATO CEROSO;SULFADIAZINA DE PRATA","30G|topico|pomada-creme-gel",30.45,1176.8,536,"DERMACERIUM|DERMACERIUM","30.45|814.89","43.97|1176.8","39|1033"
"2952","NITRATO CEROSO;SULFADIAZINA DE PRATA","400G|topico|pomada-creme-gel",338.12,488.29,429,"DERMACERIUM","338.12","488.29","429"
"2953","NITRATO CEROSO;SULFADIAZINA DE PRATA","50G|topico|pomada-creme-gel",42.37,1961.34,888,"DERMACERIUM|DERMACERIUM","42.37|1358.16","61.19|1961.34","54|1722"
"2954","NITRATO DE BUTOCONAZOL","20MG/G|5G|vaginal|pomada-creme-gel",49.56,71.57,63,"GYNAZOLE-1","49.56","71.57","63"
"2955","NITRATO DE BUTOCONAZOL","20MG/G|6.5G|5G|vaginal|pomada-creme-gel",49.56,71.57,63,"UMMA","49.56","71.57","63"
"2956","NITRATO DE FENTICONAZOL","0.02G/G|20G|topico|pomada-creme-gel",18.95,27.36,24,"FENTIZOL","18.95","27.36","24"
"2957","NITRATO DE FENTICONAZOL","0.02G/G|40G|vaginal|pomada-creme-gel",19.68,58.55,32.5,"GINNA|NITRATO DE FENTICONAZOL|NITRATO DE FENTICONAZOL|VAGICAND|FENTIZOL|NITRATO DE FENTICONAZOL","21|25.14|26.37|19.68|40.54|26.37","30.33|36.31|38.08|28.42|58.55|38.08","27|32|33|25|51|33"
"2958","NITRATO DE FENTICONAZOL","20MG/ML|topico|solucao",29.77,42.99,38,"FENTIZOL","29.77","42.99","38"
"2959","NITRATO DE FENTICONAZOL","600MG|oral|comprimido",39.56,57.13,50,"FENTIZOL","39.56","57.13","50"
"2960","NITRATO DE ISOCONAZOL","10MG/G|20G|topico|pomada-creme-gel",22.22,32.09,28,"ICADEN","22.22","32.09","28"
"2961","NITRATO DE ISOCONAZOL","10MG/G|40G|vaginal|pomada-creme-gel",44.1,63.68,56,"GYNO-ICADEN","44.1","63.68","56"
"2962","NITRATO DE ISOCONAZOL","600MG|oral|comprimido",50.03,72.24,63,"GYNO-ICADEN","50.03","72.24","63"
"2963","NITRATO DE MICONAZOL","20MG/G|28G|topico|comprimido",14.17,20.46,18,"MIZONOL","14.17","20.46","18"
"2964","NITRATO DE MICONAZOL","20MG/G|28G|topico|pomada-creme-gel",9.28,1113.26,15,"MICOFIM|VODOL|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL|CICONAZOL|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL","10.9|14.65|447.77|770.89|9.43|471.5|12.54|9.28|9.35|9.46","15.74|21.16|646.63|1113.26|13.62|680.9|18.1|13.4|13.5|13.67","14|19|568|977|12|598|16|12|12|12"
"2965","NITRATO DE MICONAZOL","20MG/G|30G|topico|po",19.31,27.89,24,"VODOL","19.31","27.89","24"
"2966","NITRATO DE MICONAZOL","20MG/G|75G|inalatorio|solucao",27.62,39.89,35,"VODOL","27.62","39.89","35"
"2967","NITRATO DE MICONAZOL","20MG/G|80G|oral|pomada-creme-gel",318.62,2954.51,1482,"NITRATO DE MICONAZOL|NITRATO DE MICONAZOL","2045.89|318.62","2954.51|398.28","2593|371"
"2968","NITRATO DE MICONAZOL","20MG/G|80G|vaginal|pomada-creme-gel",14.12,1432.4,27,"MICOZEN|MICOZEN|NITRATO DE MICONAZOL|MICOGYN|COLPADAK|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL|NITRATO DE MICONAZOL|GINO MIZONOL","14.13|991.88|14.12|27.93|45.82|17.28|339.24|14.56|21.62","20.41|1432.4|20.39|40.33|57.28|21.6|424.05|21.03|31.23","18|1257|18|35|53|20|396|18|27"
"2969","NITRATO DE MICONAZOL","20MG/G|oral|comprimido",5.14,13.96,12,"NITRATO DE MICONAZOL|CICONAZOL|NITRATO DE MICONAZOL","5.14|9.67|9.18","7.43|13.96|13.25","7|12|12"
"2970","NITRATO DE MICONAZOL","20MG/ML|oral|pomada-creme-gel",8.79,12.69,11,"NITRATO DE MICONAZOL","8.79","12.69","11"
"2971","NITRATO DE MICONAZOL","20MG/ML|topico|comprimido",11.31,14.14,13,"COLPADAK","11.31","14.14","13"
"2972","NITRATO DE MICONAZOL","20MG/ML|topico|solucao",23.37,33.74,30,"VODOL","23.37","33.74","30"
"2973","NITRATO DE MICONAZOL","20MG|28G|topico|pomada-creme-gel",15.82,19.78,18,"COLPADAK","15.82","19.78","18"
"2974","NITRATO DE MICONAZOL;METRONIDAZOL","750MG|200MG|vaginal|comprimido",52.05,75.17,66,"GYNOTRAN","52.05","75.17","66"
"2975","NITRATO DE MICONAZOL;TINIDAZOL","30MG/G|20MG/G|40G|vaginal|pomada-creme-gel",17.91,31.91,25.5,"TINIDAZOL + NITRATO DE MICONAZOL|AMPLIUM G","22.1|17.91","31.91|25.87","28|23"
"2976","NITRATO DE MICONAZOL;TINIDAZOL","30MG/G|20MG/G|45G|vaginal|pomada-creme-gel",20.41,29.48,26,"TINIDAZOL + NITRATO DE MICONAZOL","20.41","29.48","26"
"2977","NITRATO DE MICONAZOL;TINIDAZOL","30MG/G|20MG/G|80G|vaginal|pomada-creme-gel",27.46,39.66,35,"AMPLIUM G","27.46","39.66","35"
"2978","NITRATO DE MICONAZOL;TINIDAZOL","40G|vaginal|pomada-creme-gel",14.22,20.54,18,"TINIDAZOL + NITRATO DE MICONAZOL","14.22","20.54","18"
"2979","NITRATO DE MICONAZOL;TINIDAZOL","45G|vaginal|pomada-creme-gel",19.56,35.54,28,"GINO-COLON|TINIDAZOL + NITRATO DE MICONAZOL","24.61|19.56","35.54|28.25","31|25"
"2980","NITRATO DE NAFAZOLINA","1MG/ML|nasal|solucao",5.04,7.29,6,"PRIVINA","5.04","7.29","6"
"2981","NITRATO DE OXICONAZOL","10MG/G|20G|topico|pomada-creme-gel",22.42,35.64,29.5,"OXIPELLE|OXIPELLE","22.42|24.68","32.38|35.64","28|31"
"2982","NITRATO DE OXICONAZOL","10MG/ML|topico|solucao",12.69,36.73,29,"OXIPELLE|OXIPELLE|NITRATO DE OXICONAZOL","23.12|25.44|12.69","33.38|36.73|18.32","29|32|16"
"2983","NITRATO DE TIAMINA;ÁCIDO AMINOBENZÓICO;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA","60MG|20MG|60MG|100MG|20MG|20MG|oral|comprimido",49.54,214.63,125.5,"MONESSA|MONESSA","49.54|148.62","71.54|214.63","63|188"
"2984","NITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA","5000MCG|100MG|100MG|oral|comprimido",57.34,133.28,95.5,"BETRAT|BETRAT","57.34|106.62","71.68|133.28","67|124"
"2985","NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA","1MG|100MG|100MG|100MG|oral|comprimido",13.79,45.15,40,"ALGINAC|ALGINAC|ALGINAC","35.03|13.79|31.27","43.79|19.91|45.15","41|17|40"
"2986","NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA","1MG|50MG|50MG|50MG|oral|comprimido",15.88,46.02,30.5,"ALGINAC|ALGINAC|ALGINAC|ALGINAC","17.79|35.7|15.88|31.87","22.24|44.63|22.94|46.02","21|42|20|40"
"2987","NITRAZEPAM","5MG|oral|comprimido",7.2,35.73,8,"NITRAPAN|NITRAZEPAM (PORT 344/98 LISTA B1)|SONEBON","35.73|7.2|7.68","35.73|7.2|7.68","36|7|8"
"2988","NITRENDIPINO","10MG|oral|comprimido",19.57,50.53,35,"CALTREN|NITRENDIPINO","40.42|19.57","50.53|24.46","47|23"
"2989","NITRENDIPINO","20MG|oral|comprimido",34.82,95.6,65,"CALTREN|NITRENDIPINO","76.48|34.82","95.6|43.53","89|41"
"2990","NITROFURANTOÍNA","100MG|oral|comprimido",5.3,66.08,11.5,"NITROFEN|NITROFURANTOINA|NITROFURANTOINA|MACRODANTINA|MACRODANTINA|MACRODANTINA","8.06|5.3|52.86|41.82|8.13|11.61","10.08|6.63|66.08|52.28|10.16|14.51","9|6|62|49|9|14"
"2991","NITROGLICERINA","5MG/ML|injetavel|solucao",252.93,337.11,304.5,"TRIDIL|TRIDIL","252.93|269.69","316.16|337.11","295|314"
"2992","NITROPRUSSETO DE SÓDIO","25MG/ML|injetavel|solucao",23.8,148.76,83.5,"NITROP|NITROP","119.01|23.8","148.76|29.75","139|28"
"2993","NITROPRUSSETO DE SÓDIO","50MG|injetavel|solucao",153.94,192.43,179,"NITROPRUS","153.94","192.43","179"
"2994","NIVOLUMABE","100MG|injetavel|solucao",6604.54,9537.74,8372,"OPDIVO","6604.54","9537.74","8372"
"2995","NIVOLUMABE","40MG|injetavel|solucao",2641.82,3815.1,3349,"OPDIVO","2641.82","3815.1","3349"
"2996","NORELGESTROMINA;ETINILESTRADIOL","0.6MG|6MG|oral|comprimido",70,87.5,82,"EVRA","70","87.5","82"
"2997","NORETISTERONA","0.35MG|oral|comprimido",5.44,7.34,6,"NORESTIN|NORETISTERONA","7.34|5.44","7.34|5.44","7|5"
"2998","NORFLOXACINO","400MG|oral|comprimido",16.16,553.7,22,"FLOX|NORFLOXACINO|FLOX|NORFLOXACINO|QUINOFORM|NORFLOXACINO|NORFLOXACINO|NORFLOXACINO|NORXACIN|NORFLOXACINO|UROTROBEL|NORFLOXACINO 400 MG|FLOXIMED|FLOXIMED|NORFLOXACINO|NORFLOXACINO|NORFLOXACINO|NORFLOXACINO|NORF|NORFLOXACINO|NORFLOXACINO|NORFLOXACINO|NORFLOXACINO","17.38|18.78|17.38|31.34|27.68|31.31|18.1|32.98|18.22|17.7|18.45|29.75|19.07|442.96|19.07|20.37|31.33|31.34|18.74|17.6|28.06|16.16|31.34","21.73|23.48|21.73|39.18|34.6|39.14|22.63|41.23|22.78|22.13|23.06|37.19|23.84|553.7|23.84|25.46|39.16|39.18|23.43|22|35.08|20.2|39.18","20|22|20|37|32|37|21|38|21|21|22|35|22|516|22|24|37|37|22|21|33|19|37"
"2999","NUSINERSENA","2.4MG/ML|injetavel|solucao",304998.34,440453.64,386616,"SPINRAZA","304998.34","440453.64","386616"
"3000","OBINUTUZUMABE","1000MG|oral|solucao",16242.6,23456.23,20589,"GAZYVA","16242.6","23456.23","20589"
"3001","OCITOCINA","40UI/ML|nasal|solucao",25.75,32.19,30,"SYNTOCINON","25.75","32.19","30"
"3002","OCITOCINA","5UI/ML|injetavel|solucao",63.59,122.29,80,"OXITON|OCITOCINA|SYNTOCINON","68.82|63.59|97.83","86.03|79.49|122.29","80|74|114"
"3003","OCRELIZUMABE","30MG/ML|oral|solucao",24792.89,35803.86,31427,"OCREVUS","24792.89","35803.86","31427"
"3004","OCTREOTIDA","0.05MG/ML|injetavel|solucao",190.01,237.51,222,"SANDOSTATIN","190.01","237.51","222"
"3005","OCTREOTIDA","0.1MG/ML|injetavel|solucao",323.79,323.79,324,"SANDOSTATIN","323.79","323.79","324"
"3006","OCTREOTIDA","0.5MG/ML|injetavel|solucao",1410.78,1410.78,1411,"SANDOSTATIN","1410.78","1410.78","1411"
"3007","OFLOXACINO","3MG/ML|oftalmico|solucao",15.71,32.65,24,"OFLOX|OFLOXACINO|NOSTIL|OFLOXACINO","26.12|15.86|25.92|15.71","32.65|19.83|32.4|19.64","30|18|30|18"
"3008","OFLOXACINO","400MG|oral|comprimido",358.37,447.96,418,"LFM - OFLOXACINO","358.37","447.96","418"
"3009","OLANZAPINA","10MG|oral|comprimido",167.73,6647.7,546,"OLANZAPINA (PORT. 344/98 - LISTA C1)|OLANZAPINA|OLANZAPINA|CRISAPINA|CRISAPINA|OLANZAPINA|OLANZAPINA|OLANZYS|AXONIUM|OLANZAPINA|ZYPREXA|ZYPREXA|OLANZAPINA|ONAZ|OLANZAPINA|OLANZAPINA|ZAP","393.87|509.78|546.14|5318.16|797.72|393.85|546.15|546.15|770.46|546.15|784.26|840.23|546.02|546.02|184.86|549.74|167.73","492.34|509.78|546.14|6647.7|797.72|393.85|546.15|546.15|770.46|546.15|784.26|840.23|546.02|546.02|231.08|687.18|167.73","459|510|546|6201|798|394|546|546|770|546|784|840|546|546|216|641|168"
"3010","OLANZAPINA","2.5MG|oral|comprimido",50.46,355.49,215,"OLANZAPINA (PORT. 344/98 - LISTA C1)|OLANZAPINA|ZOPIX|CRISAPINA|CRISAPINA|OLANZAPINA|OLANZAPINA|OLANZYS|AXONIUM|OLANZAPINA|ZYPREXA|OLANZAPINA|ONAZ|OLANZAPINA|ZAP","133.33|184.82|172.51|121.18|259.68|133.3|184.86|184.86|259.69|184.86|284.39|184.58|184.58|273.05|50.46","166.66|231.03|215.64|151.48|324.6|166.63|231.08|231.08|324.61|231.08|355.49|230.73|230.73|273.05|63.08","155|215|201|141|303|155|216|216|303|216|332|215|215|273|59"
"3011","OLANZAPINA","5MG|oral|comprimido",93.17,3323.85,273,"OLANZAPINA (PORT. 344/98 - LISTA C1)|OLANZAPINA|OLANZAPINA|ZOPIX|ZOPIX|CRISAPINA|CRISAPINA|OLANZAPINA|OLANZAPINA|OLANZYS|AXONIUM|OLANZAPINA|ZYPREXA|ZYPREXA|OLANZAPINA|ONAZ|OLANZAPINA|OLANZAPINA|OLANZAPINA|ZAP","196.91|273.05|273.05|254.87|509.75|2659.08|398.85|196.89|273.05|273.05|386.19|273.05|392.07|420.09|272.85|272.85|254.87|509.77|273.05|93.17","246.14|273.05|273.05|254.87|509.75|3323.85|398.85|196.89|273.05|273.05|386.19|273.05|392.07|420.09|272.85|272.85|254.87|509.77|273.05|93.17","230|273|273|255|510|3100|399|197|273|273|386|273|392|420|273|273|255|510|273|93"
"3012","OLAPARIBE","100MG|oral|comprimido",10851.76,15671.22,13756,"LYNPARZA COMPRIMIDOS","10851.76","15671.22","13756"
"3013","OLAPARIBE","150MG|oral|comprimido",10851.76,15671.22,13756,"LYNPARZA COMPRIMIDOS","10851.76","15671.22","13756"
"3014","OLAPARIBE","50MG|oral|comprimido",19339.71,27928.83,24515,"LYNPARZA","19339.71","27928.83","24515"
"3015","OLEATO DE MONOETANOLAMINA","50MG/ML|injetavel|solucao",30.95,38.69,36,"ETHAMOLIN","30.95","38.69","36"
"3016","ÓLEO DE EUCALIPTO;LEVOMENTOL;CÂNFORA (2-BORNANONA)","28.2MG/G|52.6MG/G|13.3MG/G|12G|oral|comprimido",7.62,11,10,"VICK VAPORUB","7.62","11","10"
"3017","ÓLEO DE EUCALIPTO;LEVOMENTOL;CÂNFORA (2-BORNANONA)","28.2MG/G|52.6MG/G|13.3MG/G|30G|oral|comprimido",15.2,21.95,19,"VICK VAPORUB","15.2","21.95","19"
"3018","ÓLEO DE EUCALIPTO;LEVOMENTOL;CÂNFORA (2-BORNANONA)","28.2MG/G|52.6MG/G|13.3MG/G|50G|oral|comprimido",22.76,32.87,29,"VICK VAPORUB","22.76","32.87","29"
"3019","ÓLEO DE PEIXE","100MG/ML|oral|comprimido",166.13,239.92,211,"OMEGAVEN","166.13","239.92","211"
"3020","ÓLEO DE PEIXE;TRIGLICERÍDEOS CADEIA MÉDIA;ÓLEO DE OLIVA;ÓLEO DE SOJA","60MG/ML|60MG/ML|50MG/ML|30MG/ML|injetavel|comprimido",189.12,497.61,338.5,"SMOFLIPID 20%|SMOFLIPID 20%","189.12|344.58","273.12|497.61","240|437"
"3021","ÓLEO DE SOJA","100MG/ML|100MG/ML|12MG/ML|oral|comprimido",357.35,446.69,417,"LIPOVENOS  MCT","357.35","446.69","417"
"3022","ÓLEO DE SOJA","100MG/ML|100MG/ML|injetavel|comprimido",1722.58,4467.23,3087.5,"LIPOFUNDIN|LIPOFUNDIN","1722.58|3573.78","2153.23|4467.23","2008|4167"
"3023","ÓLEO DE SOJA","100MG/ML|80MG/ML|20MG/ML|oral|comprimido",354.05,511.3,449,"LIPIDEM","354.05","511.3","449"
"3024","OLIGOSSACARÍDEO MENINGOCÓCICO Y;OLIGOSSACARÍDEO MENINGOCÓCICO A;OLIGOSSACARÍDEO MENINGOCÓCICO W135;OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C","10MCG|5MCG|injetavel|solucao",181.31,203.07,192,"MENVEO","181.31","203.07","192"
"3025","OLMESARTANA MEDOXOMILA","20MG|oral|comprimido",23.62,118.06,29,"OLMESARTANA MEDOXOMILA|HOLMES|BENICAR|OLMESARTANA MEDOXOMILA|OLMECOR|OLMECOR|OLMETEC|OLMESARTANA MEDOXOMILA|FLUXOCOR","25.3|23.62|38.98|25.3|25.3|50.61|94.45|25.19|25.35","31.63|29.53|48.73|31.63|31.63|63.26|118.06|31.49|31.69","29|28|45|29|29|59|110|29|30"
"3026","OLMESARTANA MEDOXOMILA","40MG|oral|comprimido",24.83,135.84,31,"OLMESARTANA MEDOXOMILA|HOLMES|BENICAR|OLMESARTANA MEDOXOMILA|OLMECOR|OLMECOR|OLMETEC|OLMESARTANA MEDOXOMILA|FLUXOCOR","26.6|24.83|40.97|26.61|26.61|53.2|108.67|26.54|26.63","33.25|31.04|51.21|33.26|33.26|66.5|135.84|33.18|33.29","31|29|48|31|31|62|127|31|31"
"3027","OMALIZUMABE","150MG|injetavel|po",1917.76,2397.2,2236,"XOLAIR","1917.76","2397.2","2236"
"3028","OMALIZUMABE","150MG|injetavel|solucao",1917.76,2397.2,2236,"XOLAIR","1917.76","2397.2","2236"
"3029","OMEPRAZOL","10MG|oral|comprimido",13.77,27.53,21,"OMEPRAZOL|OMEPRAZOL","22.02|13.77","27.53|17.21","26|16"
"3030","OMEPRAZOL","20MG|oral|comprimido",11.84,1346.19,36,"OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|TEUTOZOL|TEUTOZOL|NEPRAZOL|NEPRAZOL|UNIPRAZOL|UNIPRAZOL|UNIPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|NOVOPRAZOL|OMOPREL|OMOPREL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|EUPEPT|EUPEPT|EUPEPT|LOZEPREL|LOZEPREL|LOZEPREL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|ELPRAZOL|ELPRAZOL|ELPRAZOL|OMEPRAZOL|OMEPRAMED|OMEPRAZOL|OMEPRAZOL|OMENAX|OMENAX|OMENAX|NEOPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL|OMEPRAZOL","21.28|35.62|69.79|66.29|24.22|45.99|30.97|61.96|14.48|23.15|20.68|41.37|72.4|12.74|12.74|22.29|22.29|12.74|17.02|36.1|32.66|66.3|540.66|20.27|60.02|867.41|11.84|17.32|31.2|16.52|29.79|82.3|23.87|401.62|38.25|44.08|14.46|13.87|20.03|29.52|1076.95|43.67|51.86|46|88.23|12.95|18.04|35.72|37.23","26.6|44.53|87.24|82.86|30.28|57.49|38.71|77.45|18.1|28.94|25.85|51.71|90.5|15.93|15.93|27.86|27.86|15.93|21.28|45.13|40.83|82.88|675.83|25.34|75.03|1084.26|14.8|21.65|39|20.65|37.24|102.88|29.84|502.03|47.81|55.1|18.08|17.34|25.04|36.9|1346.19|54.59|64.83|57.5|110.29|16.19|22.55|44.65|46.54","25|42|81|77|28|54|36|72|17|27|24|48|84|15|15|26|26|15|20|42|38|77|630|24|70|1011|14|20|36|19|35|96|28|468|45|51|17|16|23|34|1256|51|60|54|103|15|21|42|43"
"3031","OMEPRAZOL","40MG|oral|comprimido",20.34,166.38,47,"OMEPRAZOL|OMOPREL|OMOPREL|GASTRIUM|OMEPRAZOL|OMEPRAZOL|OMENAX|NEOPRAZOL|OMEPRAZOL","35.54|20.34|40.66|133.1|32.66|86.43|130.24|103.71|21.85","44.43|25.43|50.83|166.38|40.83|108.04|162.8|129.64|27.31","41|24|47|155|38|101|152|121|25"
"3032","OMEPRAZOL MAGNÉSICO","10MG|oral|comprimido",72.23,180.59,126,"LOSEC|LOSEC","72.23|144.47","90.29|180.59","84|168"
"3033","OMEPRAZOL MAGNÉSICO","20MG|oral|comprimido",123.52,308.8,216,"LOSEC|LOSEC","123.52|247.04","154.4|308.8","144|288"
"3034","OMEPRAZOL SÓDICO","40MG|injetavel|po",617.29,891.45,782,"OPRAZON","617.29","891.45","782"
"3035","OMEPRAZOL SÓDICO","40MG|injetavel|solucao",33.4,2461.46,1554,"OMEPRAZOL SÓDICO|OMEPRAZOL|OMEPRAZOL|UNIPRAZOL","1704.47|33.4|835.51|1616.71","2461.46|48.24|1206.57|2334.73","2161|42|1059|2049"
"3036","OMEPRAZOL;AMOXICILINA;CLARITROMICINA","20MG|500MG|500MG|oral|comprimido",202.55,279.7,248.5,"OMEPRAMIX|OMEPRAMIX","202.55|223.76","253.19|279.7","236|261"
"3037","ORLIPASTAT","120MG|oral|comprimido",52.7,409.34,180.5,"ORLISTATE|ORLISTATE|SILUESTAT|SILUESTAT|ORLISTATE|ORLISTATE|ORLISTATE|ORLISTATE|LIPIBLOCK|LIPIBLOCK|LIPIBLOCK|LIPIBLOCK|LYSTATE|LYSTATE|ORLISTATE|ORLISTATE|ORLISTATE|ORLIPID|ORLIPID|LIPOXEN|LIPOXEN|ORLISTATE|ORLISTATE|ORLISTATE|XENILIPI|XENILIPI","148.45|283.46|120.72|241.43|65.8|92.12|131.59|184.26|92.96|136.09|185.97|248.49|91.15|166.1|52.7|155.17|283.44|117.54|235.04|55.27|110.53|64.85|155.18|283.46|120.72|241.43","214.37|409.34|174.34|348.65|95.03|133.04|190.03|266.09|134.25|196.53|268.57|358.85|131.63|239.87|76.1|224.08|409.32|169.74|339.43|79.81|159.61|93.65|224.1|409.34|174.34|348.65","188|359|153|306|83|117|167|234|118|173|236|315|116|211|67|197|359|149|298|70|140|82|197|359|153|306"
"3038","ORLISTATE","120MG|oral|comprimido",155.18,409.33,278,"ORLISTATE|ORLISTATE","155.18|283.45","224.1|409.33","197|359"
"3039","ORYZA SATIVA L.","600MG|oral|comprimido",44.39,99.24,71.5,"MONALESS|MONALESS","44.39|68.72","64.11|99.24","56|87"
"3040","OXACILINA SÓDICA","500MG|injetavel|po",202.84,338.76,276,"OXANON|OXACILINA SÓDICA","271.01|202.84","338.76|253.55","316|236"
"3041","OXACILINA SÓDICA","500MG|injetavel|solucao",101.42,340.26,217.5,"OXACILINA SODICA|OXACILINA SÓDICA","101.42|272.21","126.78|340.26","118|317"
"3042","OXALATO DE ESCITALOPRAM","10MG|oral|comprimido",12.79,494.06,149,"RECONTER|RECONTER|ESC|ESC|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|LESDOT|LESDOT|LESDOT|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCENA|ESCENA|OXALATO DE ESCITALOPRAM|UNITRAM|OXALATO DE ESCITALOPRAM|LEXAPRO|LEXAPRO|EUDOK|ESPRAN|ESPRAN|OXALATO DE ESCITALOPRAM|EXODUS|EXODUS|EXODUS|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|MIND|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCILEX|ESCILEX|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|DECIPRAX|DECIPRAX|EFICENTUS|OXALATO DE ESCITALOPRAM|REMIS","70.76|107.55|55.63|111.3|70.73|36.89|12.79|81.88|45.35|35.34|128.55|257.16|25.66|109.98|128.46|135.83|70.72|197.63|395.25|54.1|128.49|256.99|128.54|197.8|340.17|46.15|128.55|256.97|128.55|257.16|60.53|59.46|60.81|128.55|122.9|245.75|128.46|128.55|128.47|128.55|127.86|286.63|46.62|32.55|55.63","88.45|134.44|69.54|139.13|88.41|46.11|15.99|102.35|56.69|44.18|160.69|321.45|32.08|137.48|160.58|169.79|88.4|247.04|494.06|67.63|160.61|321.24|160.68|247.25|425.21|57.69|160.69|321.21|160.69|321.45|75.66|74.33|76.01|160.69|153.63|307.19|160.58|160.69|160.59|160.69|159.83|358.29|58.28|40.69|69.54","83|125|65|130|82|43|15|95|53|41|150|300|30|128|150|158|82|230|461|63|150|300|150|231|397|54|150|300|150|300|71|69|71|150|143|287|150|150|150|150|149|334|54|38|65"
"3043","OXALATO DE ESCITALOPRAM","15MG|oral|comprimido",55.32,488.99,180,"RECONTER|ESC|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|UNITRAM|LEXAPRO|EUDOK|EXODUS|EXODUS|EXODUS|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCILEX|OXALATO DE ESCITALOPRAM|EFICENTUS|OXALATO DE ESCITALOPRAM","79.6|90.71|89.08|154.26|199.81|237.22|59.32|55.32|237.33|391.19|154.26|89.06|154.24|186.82|154.26|75.26|84.66","99.5|113.39|111.35|192.83|249.76|296.53|74.15|69.15|296.66|488.99|192.83|111.33|192.8|233.53|192.83|94.08|105.83","93|106|104|180|233|277|69|64|277|456|180|104|180|218|180|88|99"
